ItemNo|ItemDescription|Quantity|Price
0000031659|Item 0000031659|573|840.57
0000007080|Item 0000007080|428|341.66
0000029741|Item 0000029741|653|218.91
0000029014|Item 0000029014|460|582.94
0000041492|Item 0000041492|567|382.95
0000015902|Item 0000015902|530|607.87
0000008250|Item 0000008250|178|935.79
0000003557|Item 0000003557|726|144.24
0000011301|Item 0000011301|716|446.52
0000032459|Item 0000032459|684|427.75
0000016485|Item 0000016485|474|530.00
0000007879|Item 0000007879|97|658.23
0000045672|Item 0000045672|385|813.80
0000005706|Item 0000005706|980|847.66
0000029242|Item 0000029242|466|429.52
0000006650|Item 0000006650|750|242.25
0000028470|Item 0000028470|509|401.41
0000044208|Item 0000044208|109|599.65
0000026241|Item 0000026241|883|108.20
0000045252|Item 0000045252|685|91.81
0000039591|Item 0000039591|653|370.71
0000004260|Item 0000004260|858|165.63
0000049631|Item 0000049631|632|470.47
0000023151|Item 0000023151|855|653.75
0000026687|Item 0000026687|52|752.28
0000003482|Item 0000003482|501|921.18
0000002381|Item 0000002381|323|84.56
0000043702|Item 0000043702|574|285.24
0000036926|Item 0000036926|171|776.03
0000023771|Item 0000023771|835|422.01
0000005353|Item 0000005353|520|178.12
0000008807|Item 0000008807|743|208.62
0000049832|Item 0000049832|994|841.90
0000046251|Item 0000046251|965|968.15
0000036197|Item 0000036197|537|621.53
0000031838|Item 0000031838|917|690.14
0000003044|Item 0000003044|990|329.85
0000001799|Item 0000001799|38|957.84
0000004651|Item 0000004651|345|487.57
0000012643|Item 0000012643|174|464.49
0000026415|Item 0000026415|481|256.79
0000005001|Item 0000005001|980|974.98
0000041005|Item 0000041005|26|123.51
0000016954|Item 0000016954|760|202.85
0000007816|Item 0000007816|972|22.17
0000037297|Item 0000037297|353|100.50
0000004360|Item 0000004360|269|970.42
0000000628|Item 0000000628|637|871.77
0000031646|Item 0000031646|540|554.24
0000005802|Item 0000005802|275|27.81
0000029376|Item 0000029376|727|626.98
0000018753|Item 0000018753|291|251.42
0000026923|Item 0000026923|400|942.43
0000001159|Item 0000001159|80|603.17
0000046160|Item 0000046160|229|924.85
0000043370|Item 0000043370|555|44.55
0000019254|Item 0000019254|388|273.61
0000047873|Item 0000047873|144|344.26
0000013661|Item 0000013661|710|647.62
0000008877|Item 0000008877|36|700.72
0000043340|Item 0000043340|649|669.42
0000017527|Item 0000017527|748|959.65
0000046375|Item 0000046375|870|235.22
0000013954|Item 0000013954|249|577.81
0000001725|Item 0000001725|415|275.52
0000037611|Item 0000037611|148|258.59
0000002324|Item 0000002324|727|686.48
0000003204|Item 0000003204|11|799.55
0000038797|Item 0000038797|986|140.00
0000019692|Item 0000019692|440|894.53
0000048969|Item 0000048969|223|710.03
0000000028|Item 0000000028|209|907.20
0000023384|Item 0000023384|891|507.27
0000015421|Item 0000015421|284|537.90
0000027756|Item 0000027756|716|712.28
0000020961|Item 0000020961|716|633.42
0000032141|Item 0000032141|38|260.62
0000022153|Item 0000022153|493|533.35
0000046168|Item 0000046168|163|440.61
0000029524|Item 0000029524|374|510.98
0000016258|Item 0000016258|962|194.73
0000040690|Item 0000040690|503|550.39
0000007414|Item 0000007414|839|845.67
0000046934|Item 0000046934|409|235.15
0000005464|Item 0000005464|159|410.33
0000042655|Item 0000042655|129|744.04
0000016049|Item 0000016049|708|28.08
0000001417|Item 0000001417|445|770.30
0000029097|Item 0000029097|931|107.18
0000018816|Item 0000018816|501|466.13
0000000251|Item 0000000251|192|989.92
0000042795|Item 0000042795|887|566.58
0000006525|Item 0000006525|539|230.92
0000044910|Item 0000044910|555|95.59
0000040550|Item 0000040550|51|38.14
0000037567|Item 0000037567|861|526.11
0000025590|Item 0000025590|164|894.44
0000044227|Item 0000044227|785|439.95
0000043600|Item 0000043600|989|707.53
0000046052|Item 0000046052|480|709.45
0000019208|Item 0000019208|257|624.51
0000007799|Item 0000007799|692|556.59
0000014350|Item 0000014350|940|318.28
0000043635|Item 0000043635|289|917.02
0000023268|Item 0000023268|172|568.88
0000013305|Item 0000013305|974|33.38
0000049906|Item 0000049906|738|828.58
0000035008|Item 0000035008|275|888.83
0000029346|Item 0000029346|530|293.50
0000037178|Item 0000037178|606|971.06
0000035005|Item 0000035005|201|559.07
0000039527|Item 0000039527|342|288.68
0000024425|Item 0000024425|245|896.22
0000009759|Item 0000009759|947|815.81
0000028079|Item 0000028079|621|557.66
0000035811|Item 0000035811|512|901.48
0000002224|Item 0000002224|14|885.15
0000043319|Item 0000043319|462|362.92
0000030350|Item 0000030350|788|830.58
0000006193|Item 0000006193|474|617.96
0000003970|Item 0000003970|259|857.34
0000018576|Item 0000018576|594|288.79
0000011319|Item 0000011319|330|891.11
0000009842|Item 0000009842|107|668.74
0000032263|Item 0000032263|257|429.98
0000034560|Item 0000034560|762|441.57
0000028165|Item 0000028165|330|876.71
0000029376|Item 0000029376|78|242.84
0000007360|Item 0000007360|814|523.97
0000024091|Item 0000024091|628|713.56
0000021095|Item 0000021095|997|801.48
0000012923|Item 0000012923|880|521.05
0000010609|Item 0000010609|521|971.04
0000007784|Item 0000007784|186|829.16
0000041393|Item 0000041393|269|547.89
0000047580|Item 0000047580|541|774.94
0000028308|Item 0000028308|383|120.79
0000042091|Item 0000042091|420|676.32
0000014192|Item 0000014192|216|705.02
0000049402|Item 0000049402|560|745.95
0000047608|Item 0000047608|36|68.78
0000032301|Item 0000032301|105|883.20
0000024226|Item 0000024226|408|813.12
0000014377|Item 0000014377|267|156.81
0000020456|Item 0000020456|762|687.47
0000022323|Item 0000022323|909|697.74
0000001816|Item 0000001816|807|731.34
0000049733|Item 0000049733|871|878.82
0000012112|Item 0000012112|352|260.22
0000003328|Item 0000003328|1|176.86
0000023244|Item 0000023244|437|744.51
0000018315|Item 0000018315|274|230.36
0000001194|Item 0000001194|296|639.64
0000033823|Item 0000033823|12|910.59
0000040040|Item 0000040040|960|418.99
0000049667|Item 0000049667|355|227.97
0000003395|Item 0000003395|23|67.40
0000021953|Item 0000021953|210|47.71
0000003922|Item 0000003922|957|693.30
0000041174|Item 0000041174|198|137.54
0000031159|Item 0000031159|969|125.01
0000008288|Item 0000008288|431|4.46
0000025496|Item 0000025496|476|838.85
0000030618|Item 0000030618|221|588.49
0000012787|Item 0000012787|971|516.14
0000015645|Item 0000015645|709|640.29
0000041041|Item 0000041041|938|394.14
0000022116|Item 0000022116|571|278.01
0000009153|Item 0000009153|879|513.08
0000008680|Item 0000008680|147|403.32
0000015441|Item 0000015441|482|368.57
0000037641|Item 0000037641|394|300.65
0000020913|Item 0000020913|375|241.64
0000016905|Item 0000016905|687|51.30
0000041055|Item 0000041055|458|210.62
0000004956|Item 0000004956|122|50.18
0000016992|Item 0000016992|218|389.59
0000011090|Item 0000011090|424|835.08
0000022236|Item 0000022236|931|130.28
0000012075|Item 0000012075|211|11.89
0000026647|Item 0000026647|995|148.41
0000049814|Item 0000049814|438|883.66
0000049879|Item 0000049879|396|484.25
0000012655|Item 0000012655|771|625.84
0000004768|Item 0000004768|976|850.43
0000040442|Item 0000040442|104|436.46
0000005461|Item 0000005461|379|377.95
0000026551|Item 0000026551|38|75.22
0000013492|Item 0000013492|481|834.87
0000047215|Item 0000047215|711|725.95
0000031859|Item 0000031859|133|831.12
0000010451|Item 0000010451|936|146.81
0000023586|Item 0000023586|537|455.68
0000010351|Item 0000010351|269|251.46
0000043897|Item 0000043897|851|400.06
0000040919|Item 0000040919|20|859.03
0000025387|Item 0000025387|233|114.51
0000026132|Item 0000026132|519|752.55
0000000612|Item 0000000612|627|730.20
0000017399|Item 0000017399|366|90.66
0000002008|Item 0000002008|242|323.50
0000003085|Item 0000003085|116|350.51
0000021526|Item 0000021526|383|635.76
0000048644|Item 0000048644|594|857.10
0000036508|Item 0000036508|714|673.49
0000013252|Item 0000013252|745|748.62
0000012877|Item 0000012877|642|282.31
0000025013|Item 0000025013|85|19.04
0000003055|Item 0000003055|53|583.58
0000031388|Item 0000031388|534|921.43
0000032352|Item 0000032352|127|750.64
0000023149|Item 0000023149|699|746.68
0000003544|Item 0000003544|425|581.97
0000039759|Item 0000039759|928|545.55
0000024288|Item 0000024288|219|324.44
0000009852|Item 0000009852|998|76.65
0000043561|Item 0000043561|309|98.34
0000004785|Item 0000004785|813|876.26
0000020010|Item 0000020010|101|343.09
0000041336|Item 0000041336|893|327.58
0000016960|Item 0000016960|214|515.76
0000019330|Item 0000019330|74|707.04
0000020285|Item 0000020285|941|851.60
0000020094|Item 0000020094|957|588.16
0000009582|Item 0000009582|311|351.24
0000012092|Item 0000012092|518|423.74
0000029871|Item 0000029871|333|765.99
0000044545|Item 0000044545|191|207.82
0000048188|Item 0000048188|748|351.26
0000040785|Item 0000040785|564|677.44
0000009639|Item 0000009639|219|986.16
0000032406|Item 0000032406|625|679.85
0000021786|Item 0000021786|820|559.07
0000045288|Item 0000045288|547|566.38
0000044288|Item 0000044288|324|638.42
0000023219|Item 0000023219|222|218.45
0000040771|Item 0000040771|256|376.65
0000022518|Item 0000022518|536|713.63
0000011956|Item 0000011956|18|355.95
0000007586|Item 0000007586|585|945.04
0000049445|Item 0000049445|626|530.44
0000002676|Item 0000002676|274|918.56
0000007736|Item 0000007736|749|826.60
0000009021|Item 0000009021|742|341.98
0000017792|Item 0000017792|899|656.19
0000042579|Item 0000042579|396|182.93
0000019988|Item 0000019988|228|236.22
0000037352|Item 0000037352|562|367.74
0000033350|Item 0000033350|601|360.43
0000019518|Item 0000019518|272|951.08
0000049973|Item 0000049973|585|644.84
0000047373|Item 0000047373|945|233.68
0000029873|Item 0000029873|88|637.13
0000008063|Item 0000008063|716|678.79
0000009272|Item 0000009272|825|828.84
0000013202|Item 0000013202|356|79.92
0000046052|Item 0000046052|565|80.93
0000013847|Item 0000013847|170|546.15
0000002456|Item 0000002456|476|429.07
0000014116|Item 0000014116|176|156.01
0000023606|Item 0000023606|507|935.22
0000017540|Item 0000017540|97|268.77
0000041343|Item 0000041343|287|764.47
0000044228|Item 0000044228|519|317.80
0000022412|Item 0000022412|347|248.08
0000041513|Item 0000041513|499|119.60
0000015052|Item 0000015052|853|160.56
0000038575|Item 0000038575|49|334.45
0000032145|Item 0000032145|529|514.51
0000043263|Item 0000043263|849|300.48
0000017460|Item 0000017460|641|771.16
0000033088|Item 0000033088|66|18.96
0000031059|Item 0000031059|143|279.42
0000042053|Item 0000042053|790|651.84
0000037110|Item 0000037110|869|655.64
0000005732|Item 0000005732|262|946.91
0000039841|Item 0000039841|519|175.61
0000013301|Item 0000013301|819|398.54
0000041033|Item 0000041033|235|306.60
0000042055|Item 0000042055|549|130.02
0000049520|Item 0000049520|531|643.93
0000022049|Item 0000022049|687|840.04
0000000958|Item 0000000958|162|36.43
0000041144|Item 0000041144|219|671.71
0000049182|Item 0000049182|448|194.05
0000003376|Item 0000003376|188|419.42
0000026809|Item 0000026809|813|402.07
0000019878|Item 0000019878|468|998.86
0000020062|Item 0000020062|621|930.95
0000015671|Item 0000015671|942|635.54
0000012976|Item 0000012976|67|571.11
0000038647|Item 0000038647|435|544.49
0000040441|Item 0000040441|580|261.85
0000020138|Item 0000020138|347|595.40
0000013453|Item 0000013453|433|981.86
0000037687|Item 0000037687|239|902.88
0000006699|Item 0000006699|571|99.13
0000039872|Item 0000039872|655|606.55
0000042428|Item 0000042428|499|515.70
0000023747|Item 0000023747|469|117.41
0000018331|Item 0000018331|589|751.62
0000005401|Item 0000005401|805|63.54
0000008312|Item 0000008312|83|393.58
0000020072|Item 0000020072|728|512.35
0000011160|Item 0000011160|888|671.20
0000010138|Item 0000010138|296|568.74
0000046044|Item 0000046044|523|41.19
0000010289|Item 0000010289|554|149.16
0000028867|Item 0000028867|553|53.42
0000001206|Item 0000001206|54|138.14
0000021538|Item 0000021538|695|135.95
0000025707|Item 0000025707|734|124.66
0000035184|Item 0000035184|863|500.75
0000033852|Item 0000033852|784|846.84
0000024477|Item 0000024477|34|139.79
0000010705|Item 0000010705|376|940.58
0000006656|Item 0000006656|180|46.03
0000038396|Item 0000038396|981|578.22
0000026948|Item 0000026948|236|897.07
0000012054|Item 0000012054|189|888.88
0000036220|Item 0000036220|996|673.07
0000032569|Item 0000032569|145|241.33
0000043297|Item 0000043297|595|153.65
0000022258|Item 0000022258|423|726.22
0000021846|Item 0000021846|125|25.90
0000014323|Item 0000014323|909|869.66
0000019650|Item 0000019650|788|813.23
0000009935|Item 0000009935|146|479.84
0000026499|Item 0000026499|647|852.34
0000014189|Item 0000014189|52|746.26
0000015033|Item 0000015033|503|6.78
0000017436|Item 0000017436|443|810.83
0000027340|Item 0000027340|833|861.45
0000049461|Item 0000049461|896|18.17
0000016544|Item 0000016544|969|459.11
0000016357|Item 0000016357|321|52.56
0000018459|Item 0000018459|498|929.16
0000007911|Item 0000007911|159|886.90
0000034236|Item 0000034236|425|530.82
0000042304|Item 0000042304|884|791.59
0000044887|Item 0000044887|518|695.77
0000006422|Item 0000006422|872|498.22
0000044529|Item 0000044529|483|247.17
0000012334|Item 0000012334|859|463.72
0000012233|Item 0000012233|861|622.86
0000035433|Item 0000035433|501|331.16
0000006407|Item 0000006407|973|543.95
0000038093|Item 0000038093|381|229.20
0000028508|Item 0000028508|360|884.05
0000019250|Item 0000019250|398|541.08
0000025210|Item 0000025210|487|122.60
0000026779|Item 0000026779|331|423.61
0000037389|Item 0000037389|700|959.08
0000036405|Item 0000036405|327|933.83
0000000155|Item 0000000155|514|557.01
0000015794|Item 0000015794|508|421.31
0000027471|Item 0000027471|821|611.12
0000043547|Item 0000043547|314|100.02
0000035797|Item 0000035797|737|649.21
0000025253|Item 0000025253|151|563.98
0000044512|Item 0000044512|411|254.47
0000036142|Item 0000036142|478|406.96
0000047457|Item 0000047457|494|855.95
0000013116|Item 0000013116|73|622.12
0000041992|Item 0000041992|384|1.37
0000019166|Item 0000019166|74|774.41
0000047105|Item 0000047105|863|321.71
0000044039|Item 0000044039|807|955.71
0000034950|Item 0000034950|859|224.49
0000031965|Item 0000031965|867|301.08
0000027623|Item 0000027623|989|363.19
0000006227|Item 0000006227|789|674.82
0000037137|Item 0000037137|332|197.77
0000000801|Item 0000000801|233|507.43
0000000112|Item 0000000112|926|376.12
0000039058|Item 0000039058|227|144.75
0000031452|Item 0000031452|583|568.00
0000036490|Item 0000036490|589|941.27
0000039553|Item 0000039553|712|336.88
0000030348|Item 0000030348|236|182.91
0000046507|Item 0000046507|470|962.95
0000009016|Item 0000009016|160|92.23
0000019911|Item 0000019911|835|342.85
0000027221|Item 0000027221|896|365.14
0000042237|Item 0000042237|463|25.65
0000019195|Item 0000019195|212|626.73
0000038638|Item 0000038638|238|556.83
0000024062|Item 0000024062|650|410.19
0000023973|Item 0000023973|940|170.53
0000008048|Item 0000008048|770|338.26
0000004282|Item 0000004282|737|125.08
0000017689|Item 0000017689|711|729.09
0000035446|Item 0000035446|836|886.86
0000009221|Item 0000009221|870|485.50
0000036477|Item 0000036477|394|529.92
0000003972|Item 0000003972|580|855.25
0000004270|Item 0000004270|305|543.66
0000020260|Item 0000020260|927|186.21
0000003025|Item 0000003025|29|168.79
0000034275|Item 0000034275|411|188.09
0000046128|Item 0000046128|732|361.47
0000026368|Item 0000026368|715|540.62
0000042844|Item 0000042844|254|845.50
0000049671|Item 0000049671|218|754.43
0000026025|Item 0000026025|195|217.20
0000038101|Item 0000038101|533|142.76
0000020285|Item 0000020285|790|7.51
0000035745|Item 0000035745|564|518.72
0000037604|Item 0000037604|130|233.79
0000015327|Item 0000015327|271|948.90
0000026811|Item 0000026811|709|308.27
0000036988|Item 0000036988|241|102.65
0000042125|Item 0000042125|689|522.51
0000046173|Item 0000046173|872|458.50
0000023597|Item 0000023597|995|445.17
0000024206|Item 0000024206|473|284.79
0000024330|Item 0000024330|526|23.90
0000031091|Item 0000031091|166|380.15
0000012902|Item 0000012902|261|426.90
0000032259|Item 0000032259|487|690.02
0000036469|Item 0000036469|346|185.63
0000042042|Item 0000042042|602|477.06
0000006431|Item 0000006431|72|599.70
0000005138|Item 0000005138|949|392.20
0000008548|Item 0000008548|344|735.16
0000008492|Item 0000008492|375|347.21
0000024894|Item 0000024894|905|333.72
0000029464|Item 0000029464|789|422.14
0000022671|Item 0000022671|835|93.02
0000043384|Item 0000043384|840|72.85
0000000287|Item 0000000287|932|380.40
0000040065|Item 0000040065|27|79.96
0000026948|Item 0000026948|270|971.84
0000029865|Item 0000029865|309|659.43
0000000412|Item 0000000412|387|579.62
0000043370|Item 0000043370|583|761.50
0000011458|Item 0000011458|473|875.10
0000037898|Item 0000037898|36|532.43
0000034790|Item 0000034790|931|877.46
0000009053|Item 0000009053|872|667.77
0000004018|Item 0000004018|663|870.55
0000016100|Item 0000016100|2|293.90
0000008625|Item 0000008625|870|558.52
0000003714|Item 0000003714|178|458.07
0000029275|Item 0000029275|424|459.67
0000000100|Item 0000000100|702|591.26
0000035756|Item 0000035756|337|328.47
0000012412|Item 0000012412|758|208.01
0000042446|Item 0000042446|702|999.38
0000000218|Item 0000000218|173|164.06
0000031755|Item 0000031755|385|110.46
0000029474|Item 0000029474|47|925.01
0000008124|Item 0000008124|861|102.77
0000012558|Item 0000012558|98|205.71
0000034945|Item 0000034945|543|898.00
0000026842|Item 0000026842|849|620.98
0000033729|Item 0000033729|557|320.08
